Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng TMCP Đầu tư và Phát triển Việt Nam phát hành ra công chúng năm 2021
Mã chứng khoán:,BID122005
Mã ISIN:,VNBID1220051
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  05/2022/GCNTPDN-VSD do VSD cấp lần đầu ngày 10/03/2022
Tổng số chứng khoán đăng ký:,1.570.272 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,157.027.200.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"Lãi suất của trái phiếu là lãi suất thả nổi, được tính theo tỷ lệ  %/năm (lãi suất năm) và được xác định theo công thức sau:
Lãi suất = Lãi suất tham chiếu + biên độ 1,0%/năm
Trong đó:
 + “Lãi suất tham chiếu” là trung bình cộng lãi suất tiền gửi tiết kiệm cá nhân bằng Đồng Việt Nam, trả sau, áp dụng cho kỳ hạn 12 tháng (hoặc tương đương) được công bố trên trang thông tin điện tử chính thức của 04 Ngân hàng bao gồm: Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam, Ngân hàng TMCP Công thương Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Khu vực/TP Hà Nội tại ngày xác định lãi suất.
+ Ngày xác định lãi suất là ngày phát hành đối với kỳ tính lãi đầu tiên hoặc ngày làm việc thứ 07 trước ngày đầu tiên của mỗi kỳ tính lãi đối với các kỳ tính lãi tiếp theo.
+ Kỳ tính lãi của trái phiếu là khoảng thời gian để xác định lại lãi suất của trái phiếu, định kỳ 01 năm một lần kể từ ngày phát hành.
+ Nếu tổ chức phát hành không thực hiện mua lại trái phiếu vào ngày thực hiện quyền mua lại, lãi suất trái phiếu áp dụng cho kỳ tình lãi thứ 06 cho đến khi trái phiếu đáo hạn sẽ bằng lãi suất tham chiếu + biên độ 2,0%/năm."
Cách thức trả lãi:,Trả định kỳ 1 năm/lần
Kỳ hạn:,10 năm
Ngày phát hành:,25/01/2022
Ngày đáo hạn:,25/01/2032
Nơi quản lý tại VSD:,Trụ sở chính
