Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,BVBS16369
Mã ISIN:,VNBVBS163692
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 90/2016/GCNTP-VSD do VSD cấp lần đầu ngày 04/10/2016
Tổng số chứng khoán đăng ký:,500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,"7,0%/năm"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 04/10 từ năm 2017 đến năm đáo hạn."
Kỳ hạn:,10 năm
Ngày phát hành:,04/10/2016
Ngày đáo hạn:,04/10/2026
Nơi quản lý tại VSD:,Trụ sở chính
