Keys,Values
Tên TCPH:,"
CTCP Dược - Vật tư y tế Đắk Lắk
"
Tên chứng khoán:,Cổ phiếu CTCP Dược - Vật tư Y tế Đăk Lăk
Mã chứng khoán:,DBM
Mã ISIN:,VN000000DBM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 90/2009/GCNCP-VSD-1 do VSD cấp ngày 18/11/2009, cấp thay đổi lần 1 ngày 19/08/2014"
Tổng số chứng khoán đăng ký:,1.941.588 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,19.415.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
