Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Y tế Việt Nhật
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Y tế Việt Nhật
Mã chứng khoán:,JVC
Mã ISIN:,VN000000JVC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 32/2011/GCNCP-VSD do VSD cấp lần đầu ngày 13/05/2011, Số 32/2011/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 23/1/2015"
Tổng số chứng khoán đăng ký:,112.500.171 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.125.001.710.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
