Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược Medipharco
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược Medipharco
Mã chứng khoán:,MTP
Mã ISIN:,VN000000MTP7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 202/2010/GCNCP-VSD do VSD cấp lần đầu ngày 13/08/2010, Số 202/2010/GCNCP-VSD-4 cấp thay đổi lần thứ 4 ngày 14/01/2019"
Tổng số chứng khoán đăng ký:,6.598.367 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,65.983.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
