Keys,Values
Tên TCPH:,"
CTCP Dược Vật tư Y tế Hải Dương
"
Tên chứng khoán:,Cổ phiếu CTCP Dược Vật tư Y tế Hải Dương
Mã chứng khoán:,DHD
Mã ISIN:,VN000000DHD7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 137/2010/GCNCP-VSD do VSD cấp lần đầu ngày 22/06/2010, số 137/2010/GCNCP-VSD-5 cấp thay đổi lần 05 ngày 05/07/2021"
Tổng số chứng khoán đăng ký:,11.999.888 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,119.998.880.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
