Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược phẩm Trung ương 2
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược phẩm Trung ương 2
Mã chứng khoán:,DP2
Mã ISIN:,VN000000DP28
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 50/2017/GCNCP-VSD do VSD cấp lần đầu ngày 20/02/2017, số 50/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 10/04/2017"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
