Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dược phẩm 2/9
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Dược phẩm 2/9
Mã chứng khoán:,NDP
Mã ISIN:,VN000000NDP9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 90/2015/GCNCP-VSD do VSD cấp ngày 6/10/2015, số 90/2015/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 03/07/2019
	"
Tổng số chứng khoán đăng ký:,11.100.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,111.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
