Keys,Values
Tên TCPH:,"
Công ty cổ phần Bệnh viện Quốc tế Thái Nguyên
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bệnh viện Quốc tế Thái Nguyên
Mã chứng khoán:,TNH
Mã ISIN:,VN000000TNH2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 66/2020/GCNCP-VSD do VSD cấp lần đầu ngày 11/11/2020; số 66/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 23/03/2022
Tổng số chứng khoán đăng ký:,51.874.998 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,518.749.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
