Keys,Values
Tên TCPH:,"
CTCP Dược Đồng Nai
"
Tên chứng khoán:,Cổ phiếu CTCP Dược Đồng Nai
Mã chứng khoán:,DPP
Mã ISIN:,VN000000DPP4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 90/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 08/04/2010, số 90/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 15/01/2019"
Tổng số chứng khoán đăng ký:,3.000.010 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
