Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dược Enlie
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Dược Enlie
Mã chứng khoán:,BCP
Mã ISIN:,VN000000BCP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 233/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 27/09/2010, Số 233/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 06/08/2019"
Tổng số chứng khoán đăng ký:,6.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
