Keys,Values
Tên TCPH:,"
Công ty CP Xuất nhập khẩu Y tế Domesco
"
Tên chứng khoán:,Cổ phiếu Công ty CP Xuất nhập khẩu Y tế Domesco
Mã chứng khoán:,DMC
Mã ISIN:,VN000000DMC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 64/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 19/12/2006, số 64/2006/GCNCP-VSD-6 cấp thay đổi lần thứ 6 ngày 12/07/2016"
Tổng số chứng khoán đăng ký:,34.727.465 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,347.274.650.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
