Keys,Values
Tên TCPH:,"
Tổng Công ty Cổ phần Y tế Danameco
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Cổ phần Y tế Danameco
Mã chứng khoán:,DNM
Mã ISIN:,VN000000DNM6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 275/2010/GCNCP-VSD do VSD cấp lần đầu ngày 15/11/2010, Số 275/2010/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 29/10/2015"
Tổng số chứng khoán đăng ký:,4.377.605 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,43.776.050.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
