Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dược phẩm Cửu Long
"
Tên chứng khoán:,Cổ phiếu  Công ty Cổ phần Dược phẩm Cửu Long
Mã chứng khoán:,DCL
Mã ISIN:,VN000000DCL1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 49/2008/GCNCP-CNTTLK đăng ký lần đầu ngày 30/5/2008, Số 49/2008/GCNCP-VSD-8 đăng ký thay đổi lần 8 ngày 23/08/2021"
Tổng số chứng khoán đăng ký:,73.041.030 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,730.410.300.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
