Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa
"
Tên chứng khoán:,Cổ phiếu CTCP Dược – Vật tư Y tế Thanh Hóa
Mã chứng khoán:,DTH
Mã ISIN:,VN000000DTH3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 291/2010/GCNCP-VSD do VSD cấp lần đầu ngày 21/12/2010, Số 291/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 06/10/2016"
Tổng số chứng khoán đăng ký:,7.471.614 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,74.716.140.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
