Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh
Mã chứng khoán:,YTC
Mã ISIN:,VN000000YTC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 53/2017/GCNCP-VSD do VSD cấp lần đầu ngày 22/02/2017, 53/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 01/8/2017"
Tổng số chứng khoán đăng ký:,3.080.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
