Keys,Values
Tên TCPH:,"
CTCP Dược phẩm Bến Tre
"
Tên chứng khoán:,Cổ phiếu CTCP Dược phẩm Bến Tre
Mã chứng khoán:,DBT
Mã ISIN:,VN000000DBT6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 67/2009/GCNCP-VSD do VSD cấp lần đầu ngày 09/10/2009, Số 67/2009/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 26/1/2021"
Tổng số chứng khoán đăng ký:,14.205.116 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,142.051.160.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
