Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược Trung ương Mediplantex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược Trung ương Mediplantex
Mã chứng khoán:,MED
Mã ISIN:,VN000000MED5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 08/2012/GCNCP-VSD do VSD cấp lần đầu ngày 11/04/2012, Số 08/2012/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 17/05/2022"
Tổng số chứng khoán đăng ký:,12.410.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,124.100.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
