Keys,Values
Tên TCPH:,"
Tổng Công ty Phát triển Đô thị Kinh Bắc-CTCP
"
Tên chứng khoán:,Trái phiếu KBCBOND2018-02
Mã chứng khoán:,KBC11806
Mã ISIN:,VN0KBC118063
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 57/2018/GCNTP-VSD do VSD cấp lần đầu ngày 10/12/2018
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ thông qua đại lý phát hành
Lãi suất:,"+ Lãi suất áp dụng đối với kỳ tính lãi đầu tiên: 10,5%/năm
+ Lãi suất áp dụng cho mỗi kỳ hạn tính lãi tiếp theo:  3,8%/năm cộng lãi suất tham chiếu. Trong đó, kỳ tính lãi là mỗi giai đoạn kéo dài 06 tháng liên tục trong thời hạn trái phiếu và lãi suất tham chiếu là trung bình cộng của lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng bằng VNĐ do Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam và Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam công bố vào ngày xác định lãi suất tham chiếu của kỳ tính lãi có liên quan."
Cách thức trả lãi:,"Lãi được trả sau, định kỳ 06 tháng/lần kể từ ngày phát hành. Phương thức thanh toán gốc: Trừ khi trái phiếu buộc phải mua lại trước hạn, tiền gốc trái phiếu sẽ được thanh toán một lần bằng mệnh giá trái phiếu vào ngày đáo hạn của trái phiếu hoặc vào ngày làm việc tiếp theo của Ngày đáo hạn nếu Ngày đáo hạn không phải là ngày làm việc."
Kỳ hạn:,18 tháng
Ngày phát hành:,14/11/2018
Ngày đáo hạn:,14/05/2020
Nơi quản lý tại VSD:,Trụ sở chính
