Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội đợt 16/2017
Mã chứng khoán:,BVBS17065
Mã ISIN:,VNBVBS170655
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số: 97/2017/GCNTP-VSD do VSD cấp ngày 05/12/2017
Tổng số chứng khoán đăng ký:,2.080.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,208.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,5.8%/năm
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 05/12 từ năm 2018 đến năm đáo hạn."
Kỳ hạn:,10 năm
Ngày phát hành:,05/12/2017
Ngày đáo hạn:,05/12/2027
Nơi quản lý tại VSD:,Trụ sở chính
