Keys,Values
Tên TCPH:,"
Công ty CP Dược phẩm IMEXPHARM
"
Tên chứng khoán:,Cổ phiếu Công ty CP Dược phẩm IMEXPHARM
Mã chứng khoán:,IMP
Mã ISIN:,VN000000IMP0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 44/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 23/11/2006, số 44/2006/GCNCP-VSD-13 cấp thay đổi lần 13 ngày 27/10/2020"
Tổng số chứng khoán đăng ký:,66.705.370 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,667.053.700.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
