STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,80.000.000,800.000.000.000,,06/09/2007
2,Điều chỉnh lần 1,Đăng ký bổ sung,39.983.156,399.831.560.000,46/2008/GCNCP-CNTTLK,19/05/2008
3,Điều chỉnh lần 2,Đăng ký bổ sung,79.644.082,796.440.820.000,87/2009/GCNCP-CNTTLK,12/10/2009
4,Điều chỉnh lần 3,Đăng ký bổ sung,120.006.015,1.200.060.150.000,82/2010/GCNCP-CNVSD,04/06/2010
5,Điều chỉnh lần 4,Đăng ký bổ sung,625.833,6.258.330.000,75/2007/GCNCP-VSD-4,09/07/2010
6,Điều chỉnh lần 5,Đăng ký bổ sung,876.166,8.761.660.000,75/2007/GCNCP-VSD-5,16/07/2010
7,Điều chỉnh lần 6,Đăng ký bổ sung,2.910.123,29.101.230.000,75/2007/GCNCP-VSD-6,30/07/2010
8,Điều chỉnh lần 7,Đăng ký bổ sung,1.095.208,10.952.080.000,75/2007/GCNCP-VSD-7,02/08/2010
9,Điều chỉnh lần 8,Đăng ký bổ sung,40.287.574,402.875.740.000,75/2007/GCNCP-VSD-8,06/08/2010
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.533.291,15.332.910.000,75/2007/GCNCP-VSD-9,11/08/2010
11,Điều chỉnh lần 10,Đăng ký bổ sung,312.916,3.129.160.000,75/2007/GCNCP-VSD-10,17/08/2010
12,Điều chỉnh lần 11,Đăng ký bổ sung,312.916,3.129.160.000,75/2007/GCNCP-VSD-11,24/08/2010
13,Điều chỉnh lần 12,Đăng ký bổ sung,625.833,6.258.330.000,75/2007/GCNCP-VSD-12,31/08/2010
14,Điều chỉnh lần 13,Đăng ký bổ sung,469.375,4.693.750.000,75/2007/GCNCP-VSD-13,14/12/2010
15,Điều chỉnh lần 14,Đăng ký bổ sung,93.875,938.750.000,75/2007/GCNCP-VSD-14,29/12/2010
16,Điều chỉnh lần 14,Đăng ký bổ sung,938.750.000,938.750.000,75/2007/GCNCP-VSD-14,29/12/2010
17,Điều chỉnh lần 15,Đăng ký bổ sung,2.190.416,21.904.160.000,75/2007/GCNCP-VSD-15,30/12/2010
18,Điều chỉnh lần 16,Đăng ký bổ sung,1.658.458,16.584.580.000,75/2007/GCNVP-VSD-16,10/01/2011
19,Điều chỉnh lần 17,Đăng ký bổ sung,813.582,8.135.820.000,75/2007/GCNCP-VSD-17,18/01/2011
20,Điều chỉnh lần 18,Đăng ký bổ sung,3.880.166,38.801.660.000,75/2007/GCNCP-VSD-18,21/01/2011
21,Điều chỉnh lần 19,Đăng ký bổ sung,2.190.415,21.904.150.000,75/2007/GCNCP-VSD-19,26/01/2011
22,Điều chỉnh lần 20,Đăng ký bổ sung,1.877.499,18.774.990.000,75/2007/GCNCP-VSD-20,10/02/2011
23,Điều chỉnh lần 21,Đăng ký bổ sung,156.458,1.564.580.000,75/2007/GCNCP-VSD-21,02/03/2011
24,Điều chỉnh lần 22,Đăng ký bổ sung,31.291,312.910.000,75/2007/GCNCP-VSD-22,08/04/2011
25,Điều chỉnh lần 23,Đăng ký bổ sung,531.958,5.319.580.000,75/2007/GCNCP-VSD-23,18/04/2011
26,Điều chỉnh lần 24,Đăng ký bổ sung,625.833,6.258.330.000,75/2007/GCNCP-VSD-24,20/04/2011
27,Điều chỉnh lần 25,Đăng ký bổ sung,625.833,6.258.330.000,75/2007/GCNCP-VSD-25,04/05/2011
28,Điều chỉnh lần 26,Đăng ký bổ sung,4.693.749,46.937.490.000,75/2007/GCNCP-VSD-26,16/05/2011
29,Điều chỉnh lần 27,Đăng ký bổ sung,1.470.708,14.707.080.000,75/2007/GCNCP-VSD-27,17/05/2011
