STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,159.000.000,1.590.000.000.000,10/2006/TTGDHCM-LK,11/01/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,7.950.000,79.500.000.000,03/2007/GCNCP-CNTTLK,26/01/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,8.325.670,83.256.700.000,16/2007/GCNCP-CNTTLK,23/04/2007
4,Điều chỉnh lần 3,Đăng ký bổ sung,364.640,3.646.400.000,33/2009/GCNCP-CNTTLK,02/07/2009
5,Điều chỉnh lần 4,Đăng ký bổ sung,175.624.990,1.756.249.900.000,84/2009/GCNCP-CNVSD,09/10/2009
6,Điều chỉnh lần 5,Đăng ký bổ sung,1.806.820,18.068.200.000,36/2010/GCNCP-CNVSD,01/03/2010
7,Điều chỉnh lần 6,Đăng ký bổ sung,3.498.520,34.985.200.000,10/2011/GCNCP-VSD-6,31/03/2011
8,Điều chỉnh lần 7,Đăng ký bổ sung,14.254.910,142.549.100.000,10/2006/GCNCP-VSD-7,22/06/2011
9,Điều chỉnh lần 8,Đăng ký bổ sung,185.289.204,1.852.892.040.000,10/2006/GCNCP-VSD-8,22/12/2011
10,Điều chỉnh lần 9,Đăng ký bổ sung,277.841.042,2.778.410.420.000,10/2006/GCNCP-VSD-9,18/01/2013
11,Điều chỉnh lần 10,Đăng ký bổ sung,166.685.603,1.666.856.030.000,10/2006/GCNCP-VSD-10,17/09/2014
12,Điều chỉnh lần 11,Đăng ký bổ sung,200.020.794,2.000.207.940.000,10/2006/GCNCP-VSD-11,07/09/2015
13,Điều chỉnh lần 12,Đăng ký bổ sung,8.887.731,88.877.310.000,số 10/2006/GCNCP-VSD-12,29/07/2016
14,Điều chỉnh lần 13,Đăng ký bổ sung,241.903.505,2.419.035.050.000,10/2006/GCNCP-VSD-13,07/09/2016
15,Điều chỉnh lần 14,Đăng ký bổ sung,290.234.364,2.902.343.640.000,số 10/2006/GCNCP-VSD-14,24/09/2018
16,Điều chỉnh lần 15,Đăng ký bổ sung,348.267.652,3.482.676.520.000,số 10/2006/GCNCP-VSD-15,27/10/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,2.089.955.445,20.899.554.450.000,,
