STT,Lần đăng ký,Lý do,Số lượng,Giá trị,Số GCNĐKCK,Ngày cấp
1,Cấp lần đầu,Đăng ký lần đầu,2.000.000,20.000.000.000,93/2006/GCNCP-CNTTLK,27/12/2006
2,Điều chỉnh lần 1,Đăng ký bổ sung,1.500.000,15.000.000.000,109/2007/GCNCP-CNTTLK,22/11/2007
3,Điều chỉnh lần 2,Đăng ký bổ sung,350.000,3.500.000.000,93/2006/GCNCP-VSD-2,10/05/2012
4,Điều chỉnh lần 3,Đăng ký bổ sung,1.733.200,17.332.000.000,93/2006/GCNCP-VSD-3,29/07/2014
5,Điều chỉnh lần 4,Đăng ký bổ sung,1.395.453,13.954.530.000,93/2006/GCNCP-VSD-4,08/04/2015
6,Điều chỉnh lần 5,Thay đổi tên TCPH,0,0,93/2006/GCNCP-VSD-5,11/06/2015
7,Điều chỉnh lần 6,Đăng ký bổ sung,766.531,7.665.310.000,93/2006/GCNCP-VSD-6,28/08/2015
8,Điều chỉnh lần 7,Đăng ký bổ sung,2.710.187,27.101.870.000,Số 93/2006/GCNCP-VSD-7,29/08/2016
9,Điều chỉnh lần 8,Đăng ký bổ sung,8.325.226,83.252.260.000,93/2006/GCNCP-VSD-8,13/10/2017
10,Điều chỉnh lần 9,Đăng ký bổ sung,1.126.456,11.264.560.000,số 93/2006/GCNCP-VSD-9,28/08/2018
11,Điều chỉnh lần 10,Đăng ký bổ sung,1.194.191,11.941.910.000,số 93/2006/GCNCP-VSD-10,09/08/2019
12,Điều chỉnh lần 11,Đăng ký bổ sung,1.054.816,10.548.160.000,số 93/2006/GCNCP-VSD-11,11/08/2020
Tổng cộng:,Tổng cộng:,Tổng cộng:,21.101.244,211.012.440.000,,
